case;group;in_geraete_anzahl;in_geraete_kompetenz;in_minuten;in_adoption;ki_einstellung_arbeit;ki_einstellung_sozial;ki_einstellung_individuell;ki_einstellung_bildung;ki_einstellung_entscheidungen;ki_profit;ki_gehoert;ki_quelle_massenmedien;ki_quelle_internet;ki_quelle_arbeit;ki_quelle_privat;ki_beispiele;ki_anwendungen_bild;ki_anwendungen_video;ki_anwendungen_text;ki_anwendungen_musik;ki_anwendungen_uebersetzung;ki_anwendungen_transkription;ki_anwendungen_beschreibung;ki_anwendungen_vorlesen;ki_anwendungen_empfehlung;ki_anwendungen_konversation;ki_anwendungen_navigation;cg_kennen;cg_erinnern;cg_erinnern_wochen;cg_erinnern_quelle;cg_nutzen;cg_nutzen_wochen;cg_nutzen_allein;cg_nutzen_gezeigt;cg_nutzen_eindruck;cg_nutzen_privat;cg_nutzen_beruflich;cg_nutzen_aktivitaeten;cg_gesprochen_privat;cg_gesprochen_beruflich;cg_adoption_advantage_01;cg_adoption_advantage_02;cg_adoption_advantage_03;cg_adoption_advantage_04;cg_adoption_fearofuse_01;cg_adoption_fearofuse_02;cg_adoption_fearofuse_03;cg_adoption_fearofuse_04;cg_adoption_social_01;cg_adoption_social_02;cg_adoption_social_03;cg_adoption_social_04;cg_adoption_easeofuse_01;cg_adoption_easeofuse_02;cg_adoption_easeofuse_03;cg_adoption_easeofuse_04;cg_adoption_evaluation_01;cg_adoption_evaluation_02;cg_adoption_evaluation_03;cg_adoption_evaluation_04;sd_geschlecht;sd_geburtsjahr;sd_alter;sd_abschluss;sd_ausbildung;sd_ausbildung_keine;sd_ausbildung_lehre;sd_ausbildung_meisterin;sd_ausbildung_studium;sd_ausbildung_promotion;sd_bereich;sd_haushalt;q_anmerkungen;q_started;q_time;q_completed
1227;4 Nutzung ChatGPT;3;2;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;5;2;5;4;4;sicher profitieren;ja;5;5;5;-9;Chat GBT;3;1;3;1;4;1;1;1;1;4;1;ja;ja;1;von Personen im Arbeitskontext;ja, aber erst später;0;allein;von anderen gezeigt;eher überzeugend;3;3;Ich habe das Programm gerade erst entdeckt, daher kann ich hierzu noch keine Aussage treffen.;1;3;3;4;5;4;4;5;4;2;1;1;2;3;5;4;4;4;4;4;4;4;weiblich;1988;35;(Fach-) Abitur;2;1;2;1;2;1;Verkehr, Logistik, Sicherheit;2;NA;2023-04-28T09:22:23Z;281;TRUE
1228;3 Nichtnutzung ChatGPT;3;3;25;Ich probiere neue Angebote eher schnell aus.;4;4;4;4;4;eher profitieren;ja;2;2;5;2;Chat-Gpt;1;1;1;1;1;1;1;1;3;1;1;ja;ja;6;aus Massenmedien (online oder offline);nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;5;4;4;5;3;4;4;4;5;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1994;29;(Fach-) Abitur;1;1;2;1;1;1;Schule, Bildung, Wissenschaft;4;NA;2023-04-28T09:22:45Z;210;TRUE
1229;1 Unkenntnis KI;1;1;30;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;4;1;1;3;1;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1956;67;10. Klasse;1;1;2;1;1;1;Verarbeitung, Produktion, Technik;3;KI macht mir Angst;2023-04-28T09:22:49Z;210;TRUE
1230;1 Unkenntnis KI;2;0;90;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;1;2;2;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1986;37;10. Klasse;1;1;2;1;1;1;Soziales, Pflege, Medizin;4;NA;2023-04-28T09:23:59Z;95;TRUE
1232;3 Nichtnutzung ChatGPT;3;3;240;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;3;2;3;eher profitieren;ja;3;3;4;4;Chat GPT;1;1;2;2;4;2;2;3;3;2;3;ja;ja;6;aus Internetforen und Plattformen;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;-1;3;4;4;4;-1;3;-1;-1;3;-1;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1995;28;(Fach-) Abitur;1;2;1;1;1;1;Ich befinde mich noch in einer Ausbildung.;2;NA;2023-04-28T09:25:20Z;328;TRUE
1234;4 Nutzung ChatGPT;8;8;78;Ich probiere neue Angebote eher schnell aus.;4;2;3;2;3;eher profitieren;ja;1;3;2;2;"Chatbots; Diktierfunktionen; Bildbearbeitung; Filter; ChatGBT";3;2;2;2;4;4;2;3;4;4;4;ja;ja;5;aus Massenmedien (online oder offline);ja, aber erst später;3;allein;selbst ausprobiert;unbestimmt;1;1;leider fehlt der ChatGPT noch einige Funktionen/Anwendungen, damit ich  dauerhaft damit arbeiten würde, über einen dreitägigen Test kam das  Programm nicht hinaus.;2;3;3;-1;4;2;2;5;3;3;1;1;-1;-1;5;3;5;2;3;2;-1;-1;weiblich;1982;41;(Fach-) Abitur;1;1;1;1;1;2;In einem anderen Bereich.;7;NA;2023-04-28T09:30:05Z;577;TRUE
1236;1 Unkenntnis KI;3;0;30;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;1;1;1;1;1;sicher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1955;68;9. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;1;ich habe kein Interesse an KI;2023-04-28T09:33:00Z;160;TRUE
1237;1 Unkenntnis KI;3;1;10;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;1;1;2;1;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1965;58;10. Klasse;2;1;2;1;2;1;In einem anderen Bereich.;2;Ist mir nicht geheuer, ob bzw wie sich das Ganze auswirkt;2023-04-28T09:33:03Z;179;TRUE
1238;3 Nichtnutzung ChatGPT;5;5;70;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;2;2;4;4;eher profitieren;ja;2;3;5;3;ChatGPT;2;2;2;1;4;2;1;2;3;3;4;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;3;2;5;4;-1;4;1;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1986;37;(Fach-) Abitur;1;1;1;1;2;1;Schule, Bildung, Wissenschaft;3;NA;2023-04-28T09:33:26Z;314;TRUE
1239;3 Nichtnutzung ChatGPT;4;4;35;Ich probiere neue Angebote eher schnell aus.;4;4;4;5;4;sicher profitieren;ja;2;2;3;3;für die Bildung;2;2;2;1;1;1;1;1;1;1;1;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;5;5;5;4;2;4;1;4;1;4;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1998;25;(Fach-) Abitur;1;1;2;1;1;1;Soziales, Pflege, Medizin;4;NA;2023-04-28T09:33:52Z;227;TRUE
1240;3 Nichtnutzung ChatGPT;3;2;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;3;3;3;eher nicht profitieren;ja;2;2;4;4;NA;1;2;2;1;3;3;1;2;1;2;3;ja;ja;3;aus Internetforen und Plattformen;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;-1;-1;-1;4;4;-1;-1;-1;-1;1;-1;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1984;39;(Fach-) Abitur;2;1;2;1;2;1;Schule, Bildung, Wissenschaft;1;NA;2023-04-28T09:33:54Z;390;TRUE
1241;1 Unkenntnis KI;2;2;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;3;3;3;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1962;61;(Fach-) Abitur;1;1;1;1;2;1;Verarbeitung, Produktion, Technik;2;NA;2023-04-28T09:34:47Z;149;TRUE
1242;4 Nutzung ChatGPT;3;3;300;Ich probiere neue Angebote eher schnell aus.;4;3;3;4;4;eher profitieren;ja;3;3;4;4;KA<br><br>;3;2;3;1;4;2;1;2;1;4;3;ja;nein;NA;NA;ja, aber erst später;12;allein;selbst ausprobiert;[NA] nicht beantwortet;2;2;Benutze ich zu selten;1;1;-1;2;-1;3;-1;-1;-1;3;-1;2;-1;-1;4;-1;3;3;3;-1;3;-1;männlich;1956;67;10. Klasse;1;1;1;2;1;1;Soziales, Pflege, Medizin;1;NA;2023-04-28T09:35:36Z;397;TRUE
1243;2 Unkenntnis ChatGPT;4;2;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;2;2;3;2;2;sicher nicht profitieren;ja;4;4;4;4;Chat Bot, telekomunikationsanbieter;1;1;2;2;2;2;2;2;2;4;3;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1963;60;10. Klasse;1;1;2;1;1;1;IT, Informatik, EDV;1;Nein und ich finde da nicht interessant, ist mir zu unpersönlich und nicht fehlerfrei.;2023-04-28T09:36:34Z;256;TRUE
1245;3 Nichtnutzung ChatGPT;3;2;155;Ich probiere neue Angebote eher schnell aus.;5;2;3;4;3;eher profitieren;ja;3;5;4;4;Keine Ahnung;1;1;2;-1;4;2;1;3;2;4;4;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;3;4;4;-1;-1;4;5;3;-1;4;-1;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;2000;23;10. Klasse;1;2;1;1;1;1;Ich befinde mich noch in einer Ausbildung.;4;NA;2023-04-28T09:39:35Z;374;TRUE
1246;1 Unkenntnis KI;1;1;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;2;3;2;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1963;60;10. Klasse;1;1;2;1;1;1;Verkehr, Logistik, Sicherheit;1;NA;2023-04-28T09:39:45Z;238;TRUE
1250;1 Unkenntnis KI;4;3;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;2;2;3;2;2;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1986;37;(Fach-) Abitur;1;1;2;1;1;1;Handel, Finanzen, Verwaltung;2;NA;2023-04-28T09:41:25Z;314;TRUE
1251;3 Nichtnutzung ChatGPT;1;1;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;3;3;3;3;eher nicht profitieren;ja;3;4;4;4;k.a.;1;1;2;1;3;1;1;2;2;1;3;ja;ja;12;aus Massenmedien (online oder offline);nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;3;3;1;5;-1;4;4;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1964;59;10. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;2;alles gut;2023-04-28T09:41:40Z;309;TRUE
1252;4 Nutzung ChatGPT;2;2;300;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;4;3;5;3;eher nicht profitieren;ja;4;5;5;4;ChatGPT;1;2;3;1;4;3;2;3;4;4;4;ja;nein;NA;NA;ja, direkt nachdem ich davon gehört hatte;2;allein;selbst ausprobiert;eher enttäuschend;1;1;Ich hab mir bisher nur einmal einen Bewerbungstext erstellen lassen.;3;2;2;2;2;2;4;-1;-1;2;1;1;3;2;3;3;4;3;3;3;1;2;weiblich;1985;38;(Fach-) Abitur;2;1;2;1;2;1;In einem anderen Bereich.;1;NA;2023-04-28T09:44:27Z;709;TRUE
1253;3 Nichtnutzung ChatGPT;3;3;360;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;3;3;3;3;eher nicht profitieren;ja;4;5;5;5;ChatBot;2;2;2;2;2;2;2;2;2;2;2;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;-1;3;-1;-1;-1;-1;-1;1;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1962;61;10. Klasse;1;1;2;1;1;1;Handel, Finanzen, Verwaltung;1;NA;2023-04-28T09:46:42Z;372;TRUE
1254;4 Nutzung ChatGPT;3;3;180;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;5;3;4;4;5;sicher profitieren;ja;2;3;3;4;Chatgpt<br>Midjourney;4;2;4;2;4;2;2;3;2;3;4;ja;ja;4;aus Internetforen und Plattformen;ja, direkt nachdem ich davon gehört hatte;4;allein;selbst ausprobiert;eher überzeugend;4;4;Erstellen von content plan;2;1;-9;4;4;4;3;3;3;2;2;2;3;4;5;5;5;5;5;5;5;5;weiblich;1984;39;10. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;3;NA;2023-04-28T09:52:01Z;505;TRUE
1256;2 Unkenntnis ChatGPT;2;2;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;3;2;2;4;eher profitieren;ja;4;3;3;3;Alexa, Google....;2;2;3;2;3;3;1;3;4;3;4;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1980;43;10. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;2;Hallo,<br>Wir brauchen mehr Intelligenz im realen, ist trotzdem beeindruckend und spannend.<br>LG, Lena;2023-04-28T09:52:54Z;416;TRUE
1257;1 Unkenntnis KI;2;2;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;2;3;4;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1974;49;10. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;1;NA;2023-04-28T09:53:34Z;104;TRUE
1258;2 Unkenntnis ChatGPT;5;3;1;Ich probiere neue Angebote eher schnell aus.;2;4;-9;3;3;eher profitieren;ja;2;2;3;3;schreiben von texten;3;3;3;3;2;2;3;3;3;4;2;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;2001;22;10. Klasse;1;2;1;1;1;1;Ich befinde mich noch in einer Ausbildung.;3;NA;2023-04-28T09:54:43Z;226;TRUE
1259;3 Nichtnutzung ChatGPT;4;3;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;2;1;2;3;eher nicht profitieren;ja;4;4;5;5;Alexa, Siri;3;1;2;2;3;3;2;3;3;4;4;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;1;-1;-1;4;-1;-1;2;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;2003;20;(Fach-) Abitur;1;2;1;1;1;1;Handel, Finanzen, Verwaltung;3;NA;2023-04-28T09:59:04Z;317;TRUE
1260;3 Nichtnutzung ChatGPT;1;1;4;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;4;1;2;4;3;sicher nicht profitieren;ja;4;5;5;5;k.A.;1;1;1;1;1;1;1;1;1;1;2;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;1;-1;-1;-1;-1;-1;-1;1;1;-1;-1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1958;65;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;1;NA;2023-04-28T10:01:42Z;365;TRUE
1261;1 Unkenntnis KI;3;0;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;1;4;2;4;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1957;66;10. Klasse;1;1;2;1;1;1;Gastronomie, Freizeit, Kultur;2;NA;2023-04-28T10:03:24Z;238;TRUE
1262;4 Nutzung ChatGPT;4;4;120;Ich probiere neue Angebote eher schnell aus.;4;3;4;4;3;eher profitieren;ja;3;5;5;4;chatgpt;3;1;3;1;1;1;1;1;1;1;1;ja;ja;8;aus Massenmedien (online oder offline);ja, direkt nachdem ich davon gehört hatte;8;allein;selbst ausprobiert;eher überzeugend;1;1;nix;2;1;3;2;4;3;5;4;3;2;1;1;2;4;4;4;4;2;2;4;4;4;männlich;1966;57;(Fach-) Abitur;1;1;1;1;2;1;Verarbeitung, Produktion, Technik;2;NA;2023-04-28T10:03:47Z;278;TRUE
1265;1 Unkenntnis KI;3;2;45;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;2;1;2;3;2;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1980;43;(Fach-) Abitur;1;1;2;1;1;1;In einem anderen Bereich.;2;NA;2023-04-28T10:05:44Z;149;TRUE
1266;2 Unkenntnis ChatGPT;3;3;180;Ich probiere neue Angebote eher schnell aus.;3;3;3;3;3;eher profitieren;ja;2;2;2;2;NA;3;3;3;3;3;3;3;3;3;3;3;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;2001;22;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;4;NA;2023-04-28T10:05:45Z;266;TRUE
1267;4 Nutzung ChatGPT;3;3;360;Ich probiere neue Angebote eher schnell aus.;4;3;3;4;4;sicher profitieren;ja;2;5;3;2;Chat GPT;2;1;4;1;4;3;1;2;4;1;4;ja;ja;12;aus Massenmedien (online oder offline);ja, direkt nachdem ich davon gehört hatte;8;allein;selbst ausprobiert;sehr überzeugend;2;4;Ich lasse fachliche Artikel und Texte schreiben, für die ich sonst sehr viel mehr Zeit benötigen würde.;3;3;5;5;4;5;4;-1;3;4;1;1;-1;-1;5;3;5;4;5;4;5;4;weiblich;1992;31;(Fach-) Abitur;1;2;1;1;1;1;Gastronomie, Freizeit, Kultur;2;NA;2023-04-28T10:06:01Z;371;TRUE
1268;1 Unkenntnis KI;2;1;200;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;3;1;3;1;1;sicher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;divers;1988;35;keinen;1;2;1;1;1;1;Soziales, Pflege, Medizin;1;NA;2023-04-28T10:08:50Z;131;TRUE
1270;4 Nutzung ChatGPT;3;2;180;Ich probiere neue Angebote eher schnell aus.;4;2;4;4;4;eher profitieren;ja;2;2;4;2;Chat gpt;1;2;3;2;3;2;2;2;3;3;3;ja;ja;9;aus Massenmedien (online oder offline);ja, direkt nachdem ich davon gehört hatte;7;allein;selbst ausprobiert;eher überzeugend;3;1;Sachen die ich sonst googeln würde abfragen;3;1;3;1;2;4;3;2;2;2;2;1;2;2;4;4;4;4;4;4;4;4;weiblich;1982;41;(Fach-) Abitur;2;1;2;1;2;1;Handel, Finanzen, Verwaltung;2;NA;2023-04-28T10:11:41Z;267;TRUE
1271;4 Nutzung ChatGPT;4;4;300;Ich probiere neue Angebote sofort aus.;4;1;4;3;4;eher nicht profitieren;ja;3;3;4;3;NA;2;2;3;2;3;3;3;3;1;3;3;ja;ja;5;von Personen im privaten Umfeld;ja, direkt nachdem ich davon gehört hatte;5;privat mit anderen;von anderen gezeigt;unbestimmt;2;1;NA;1;1;3;2;3;3;2;3;2;3;1;1;1;1;5;4;5;5;5;4;5;5;weiblich;1988;35;10. Klasse;2;1;2;2;1;1;Soziales, Pflege, Medizin;2;NA;2023-04-28T10:14:17Z;788;TRUE
1273;1 Unkenntnis KI;2;0;20;Ich probiere neue Angebote eher schnell aus.;3;2;3;2;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1956;67;10. Klasse;1;1;2;1;1;1;Handel, Finanzen, Verwaltung;2;NA;2023-04-28T10:16:36Z;137;TRUE
1274;1 Unkenntnis KI;2;1;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;3;4;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1954;69;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;1;NA;2023-04-28T10:17:09Z;157;TRUE
1275;3 Nichtnutzung ChatGPT;2;2;180;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;2;2;3;1;3;sicher nicht profitieren;ja;3;5;5;5;Ich glaube es heiß Chatgpt und es kann z.B. einen Aufsatz komplett schreiben oder sogar eine Doktorarbeit. Das hat nichts mit Selbstständigkeit zu tun.;1;1;2;1;4;2;1;2;1;1;1;ja;ja;8;aus Massenmedien (online oder offline);nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;2;3;-1;-1;5;3;5;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1985;38;(Fach-) Abitur;1;1;1;1;1;2;In einem anderen Bereich.;3;Nein, mit fällt nichts ein.;2023-04-28T10:20:49Z;714;TRUE
1276;1 Unkenntnis KI;3;3;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;3;3;3;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1978;45;10. Klasse;1;1;2;1;1;1;Handel, Finanzen, Verwaltung;1;NA;2023-04-28T10:23:27Z;131;TRUE
1278;1 Unkenntnis KI;3;3;0;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;1;1;1;3;1;sicher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1967;56;10. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;2;NA;2023-04-28T10:25:10Z;78;TRUE
1279;1 Unkenntnis KI;3;3;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;4;3;4;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1984;39;(Fach-) Abitur;1;1;1;1;2;1;Gastronomie, Freizeit, Kultur;3;NA;2023-04-28T10:27:24Z;231;TRUE
1280;1 Unkenntnis KI;3;3;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;2;3;2;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1969;54;10. Klasse;1;1;2;1;1;1;Verarbeitung, Produktion, Technik;2;Keine;2023-04-28T10:29:12Z;131;TRUE
1281;3 Nichtnutzung ChatGPT;5;5;360;Ich probiere neue Angebote eher schnell aus.;4;2;3;4;3;eher profitieren;ja;2;5;3;3;e autos e mobilität;1;1;2;1;4;1;1;1;4;4;4;ja;ja;6;aus Massenmedien (online oder offline);nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;3;2;4;4;3;4;2;3;2;2;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1967;56;10. Klasse;1;1;2;1;1;1;Handel, Finanzen, Verwaltung;2;ich habe keine anmerkungen;2023-04-28T10:32:13Z;316;TRUE
1283;1 Unkenntnis KI;3;3;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;2;4;4;4;eher profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1956;67;9. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;2;NA;2023-04-28T10:34:09Z;232;TRUE
